trade_id,stock_symbol,itsgood,purchase_price,sale_price
923,PYT,false,447.39,727.67
924,NVO,true,69.27,71.06
925,LNN,false,,881.7
926,APA,true,724.71,853.23
927,CTV,true,536.47,464.44
928,CORE,false,295.94,944.47
929,AKR,false,110.79,781.21
930,FCAN,true,847.0,832.52
,TIG,false,622.03,298.59
932,ECHO,false,316.53,
933,ACNB,true,616.02,377.17
934,WLKP,true,,
935,ACWI,true,890.16,213.87
936,KWEB,false,395.48,182.43
937,NXTM,true,858.93,697.17
938,NXST,false,216.02,86.37
939,GYC,false,692.46,
940,JBN,false,901.12,
941,HCN^I,false,960.59,
942,NAVG,true,67.9,100.06
943,TDE,false,342.93,
944,PCRX,false,405.99,
945,KFFB,true,956.58,626.59
946,IHC,true,353.8,547.97
947,KYE,true,,160.5
948,TAPR,true,674.63,877.7
949,NXEOU,true,938.89,
950,TPVZ,true,85.51,305.13
951,DMPI,true,705.43,
952,STI,false,315.36,
953,RDI,,992.83,419.7
954,MINI,false,489.66,519.96
955,NEWM,true,648.36,
956,,true,990.43,926.79
957,OVAS,true,584.61,
958,BLUE,true,515.28,943.72
959,TERP,true,112.17,181.34
960,APAM,false,433.56,804.65
961,MSCI,false,829.05,488.42
962,LW,true,839.62,
963,BNCL,true,513.48,616.74
964,PL^C,true,7.49,
965,KOS,true,,
966,UHAL,true,726.29,936.04
967,STLD,true,,684.72
968,PFK,,18.77,389.87
969,MTSL,false,,
970,BIO,false,,
971,CLDX,true,610.93,409.45
972,CBMX,true,687.21,271.86
973,KB,true,203.8,
974,SBLK,true,,651.18
975,NHA,true,938.8,2.42
976,RBS^L,true,404.72,40.76
977,AU,false,,434.62
978,PDM,true,378.0,669.37
979,AHT^A,true,440.95,28.4
980,AAXN,false,21.31,956.03
981,ATLC,true,630.95,749.59
982,EVT,false,875.89,
983,LEN.B,false,954.71,671.66
984,GFI,false,391.21,88.59
,GLOG,true,369.84,398.95
986,SPLK,false,502.64,716.54
987,PNC^Q,,722.29,501.84
988,DY,false,905.99,444.97
989,NEOS,true,129.77,
990,CBL,false,265.53,767.53
991,HURN,false,765.78,475.31
992,AVK,false,779.35,475.12
993,CSML,true,344.52,590.0
994,SWX,true,802.84,
995,CCIH,false,169.39,427.78
996,EVT,,926.9,408.94
997,SRG,true,223.91,
998,TPIC,false,483.02,
999,GTYHU,false,582.93,
1000,DLPH,false,880.84,
