trade_id,stock_symbol,quantity,purchase_price,sale_price,purchase_date,sale_date,profit,transaction_fee,net_profit
312,WASH,5378,3.17,626.38,7/4/2016,11/15/2008,623.21,51.43,571.78
313,AVDL,4186,764.09,565.4,12/7/2012,2/3/2009,-198.69,11.66,-210.35
314,REXR^A,3551,887.88,759.39,10/28/2008,5/11/2018,-128.49,43.99,-172.48
315,SAUC,4934,980.84,190.77,3/16/2008,1/10/2013,-790.07,67.76,-857.83
316,FARM,51,277.78,406.15,5/10/2016,12/22/2014,128.37,9.49,118.88
317,ZX,392,826.53,321.64,3/16/2002,6/26/2009,-504.89,21.87,-526.76
318,WHLM,4402,215.87,682.24,4/1/2003,1/27/2021,466.37,56.74,409.63
319,SMIT,5977,320.89,636.66,12/20/2009,3/4/2007,315.77,10.6,305.17
320,HOS,3490,856.15,407.44,3/24/2005,4/20/2015,-448.71,78.18,-526.89
321,CBI,2476,783.25,375.3,7/29/2004,10/24/2005,-407.95,41.01,-448.96
322,CSTM,517,208.32,151.74,3/31/2018,4/25/2014,-56.58,95.71,-152.29
323,WPPGY,2070,793.08,766.1,2/22/2009,1/20/2003,-26.98,93.99,-120.97
324,HLNE,1802,100.86,636.34,1/16/2001,3/21/2009,535.48,28.35,507.13
325,BPFHW,6420,601.85,679.18,3/17/2019,6/14/2020,77.33,16.28,61.05
326,CCOI,1231,27.32,156.98,4/26/2001,8/28/2015,129.66,61.28,68.38
327,JRVR,3342,149.87,894.38,1/22/2005,3/2/2012,744.51,40.51,704.0
328,REFR,6539,80.0,739.34,10/31/2022,1/5/2005,659.34,65.15,594.19
329,SAH,7627,477.83,183.11,12/26/2002,2/1/2004,-294.72,87.67,-382.39
330,EEFT,42,790.67,306.03,9/1/2003,3/31/2014,-484.64,61.41,-546.05
331,CBLI,5316,352.4,251.64,10/26/2008,9/20/2008,-100.76,51.63,-152.39
332,BBG,4876,153.55,590.78,11/2/2019,1/25/2004,437.23,23.91,413.32
333,GSIT,3413,918.26,510.86,5/13/2007,5/13/2016,-407.4,79.17,-486.57
334,NEE^C,3163,628.9,143.12,4/25/2014,9/5/2013,-485.78,25.02,-510.8
335,PSA^T,2771,266.56,470.02,8/18/2001,1/17/2001,203.46,46.86,156.6
336,OHAI,3572,560.24,630.1,6/19/2013,11/25/2008,69.86,38.07,31.79
337,EFX,744,840.87,711.94,4/24/2016,6/7/2003,-128.93,52.8,-181.73
338,BGR,7636,370.34,919.39,1/26/2006,6/17/2008,549.05,73.06,475.99
339,DTE,1546,956.26,863.6,7/22/2005,8/21/2010,-92.66,83.2,-175.86
340,BOH,8826,479.0,782.63,5/6/2016,9/27/2000,303.63,41.44,262.19
341,BOSC,7279,884.3,757.94,7/6/2015,3/5/2020,-126.36,64.5,-190.86
342,BGS,9126,13.89,275.54,11/19/2021,9/23/2008,261.65,30.5,231.15
343,PZZA,1459,686.96,8.73,4/21/2014,6/11/2004,-678.23,25.48,-703.71
344,AIMC,9889,826.18,218.16,2/27/2017,7/15/2014,-608.02,17.17,-625.19
345,PEI,4587,323.46,354.8,7/23/2014,4/2/2015,31.34,55.77,-24.43
346,JHI,5390,925.53,120.03,9/30/2014,6/16/2018,-805.5,76.29,-881.79
347,EVHC,5000,762.37,986.17,7/26/2009,5/4/2017,223.8,29.65,194.15
348,THR,4127,893.22,51.67,6/4/2021,12/5/2004,-841.55,10.61,-852.16
349,CCI,7046,607.88,913.88,3/19/2012,7/4/2005,306.0,7.4,298.6
350,IDE,4191,88.69,852.57,10/13/2004,8/13/2000,763.88,35.07,728.81
351,HYXE,2256,178.24,484.51,10/21/2005,1/15/2001,306.27,50.58,255.69
352,RHT,6989,178.45,708.59,8/18/2016,2/9/2011,530.14,75.95,454.19
353,WDC,721,722.2,517.91,12/9/2015,9/8/2017,-204.29,78.63,-282.92
354,IRET^B,6215,62.12,797.58,11/26/2003,3/31/2013,735.46,53.79,681.67
355,CNXR,8540,617.4,536.2,8/5/2019,12/4/2011,-81.2,50.11,-131.31
356,PMPT,9676,198.69,978.21,10/24/2020,6/27/2019,779.52,73.25,706.27
357,NGL,8469,479.77,513.31,11/25/2017,11/28/2005,33.54,91.69,-58.15
358,CXO,337,810.45,912.04,9/27/2013,11/4/2010,101.59,43.88,57.71
359,ARU.CL,3085,513.07,507.55,9/6/2003,4/15/2004,-5.52,79.55,-85.07
360,TDI,8638,382.38,565.21,7/23/2006,6/25/2021,182.83,23.53,159.3
361,FLXS,4124,129.32,11.24,5/5/2008,7/4/2005,-118.08,92.68,-210.76
362,STON,3435,982.31,551.26,7/16/2000,3/12/2008,-431.05,64.82,-495.87
363,HASI,5404,780.74,626.41,1/3/2019,6/28/2019,-154.33,21.7,-176.03
364,PAYC,4202,10.94,345.36,12/29/2004,5/24/2021,334.42,84.51,249.91
365,BKU,6498,894.79,401.29,2/23/2019,4/11/2009,-493.5,37.05,-530.55
366,GOV,8526,319.13,904.79,7/26/2016,1/20/2016,585.66,4.62,581.04
367,ALK,2842,370.77,419.77,3/14/2000,12/21/2019,49.0,49.84,-0.84
368,ARMK,6934,985.45,67.72,4/16/2013,6/10/2002,-917.73,11.41,-929.14
369,NNY,4300,151.7,784.8,2/20/2001,7/9/2017,633.1,46.36,586.74
370,CPTAL,8685,573.96,822.23,4/21/2008,1/28/2015,248.27,5.28,242.99
371,CTRN,9430,624.59,243.05,1/13/2020,9/21/2021,-381.54,52.22,-433.76
372,ARD,3431,313.04,64.23,11/5/2013,7/11/2016,-248.81,76.66,-325.47
373,HIO,601,156.91,953.65,8/30/2022,5/13/2001,796.74,18.5,778.24
374,CAI,9767,888.58,254.34,5/27/2005,9/18/2011,-634.24,69.64,-703.88
375,CSOD,7149,921.62,111.89,10/11/2015,6/27/2012,-809.73,17.43,-827.16
376,QGEN,8971,602.66,371.25,9/8/2010,2/19/2007,-231.41,67.74,-299.15
377,GEC,8063,709.35,57.48,5/10/2005,10/25/2007,-651.87,73.06,-724.93
378,AIQ,6234,895.14,975.73,1/24/2002,2/3/2010,80.59,34.48,46.11
379,PFIS,4268,488.6,267.86,10/19/2001,2/20/2013,-220.74,90.33,-311.07
380,LABL,3064,927.38,239.81,3/8/2012,11/26/2004,-687.57,86.64,-774.21
381,JILL,4752,117.67,385.0,11/5/2002,2/16/2021,267.33,79.03,188.3
382,SGY,5456,543.34,351.5,7/29/2014,12/27/2011,-191.84,15.22,-207.06
383,TV,6021,172.01,668.18,4/22/2000,2/22/2011,496.17,83.68,412.49
384,FNTEU,4580,449.14,951.62,6/17/2002,2/11/2012,502.48,53.8,448.68
385,IPG,7193,242.24,665.5,3/12/2021,7/8/2001,423.26,93.88,329.38
386,ESL,1923,244.09,405.91,6/23/2001,11/27/2020,161.82,4.38,157.44
387,CMCM,2259,904.11,710.52,10/4/2008,4/18/2022,-193.59,70.41,-264.0
388,ANW,1010,713.46,266.34,10/26/2000,8/24/2000,-447.12,68.53,-515.65
389,PTCT,3392,560.48,755.27,8/2/2020,5/21/2005,194.79,22.34,172.45
390,CATS,806,626.44,839.07,9/13/2013,10/27/2000,212.63,30.44,182.19
391,ROKA,9634,576.41,326.22,7/2/2007,12/9/2013,-250.19,63.12,-313.31
392,PNC^P,3459,309.49,812.88,4/19/2001,3/30/2013,503.39,87.15,416.24
393,ESE,8354,360.59,882.52,3/10/2018,1/22/2021,521.93,65.26,456.67
394,HGV,2565,874.14,341.67,2/15/2010,11/17/2017,-532.47,22.4,-554.87
395,SSBI,9062,375.92,155.09,11/21/2018,12/2/2001,-220.83,60.11,-280.94
396,SNSR,36,949.56,365.3,9/19/2022,9/14/2000,-584.26,92.2,-676.46
397,CCRC,6737,852.01,544.86,12/27/2009,8/10/2021,-307.15,67.76,-374.91
398,PFN,355,490.16,636.43,6/11/2013,11/13/2014,146.27,39.83,106.44
399,TOO^B,1783,218.92,554.87,12/1/2007,5/17/2011,335.95,94.24,241.71
400,VMBS,992,847.64,698.76,1/5/2021,12/15/2022,-148.88,58.42,-207.3
401,FDIV,725,872.86,496.87,10/19/2020,11/30/2002,-375.99,86.75,-462.74
402,CALM,6087,532.76,147.27,4/25/2011,1/27/2010,-385.49,70.78,-456.27
403,MIII,9503,805.67,238.25,11/26/2004,9/17/2002,-567.42,23.32,-590.74
404,OB,3282,966.31,385.86,9/4/2015,3/11/2002,-580.45,37.33,-617.78
405,CST,7827,967.55,505.29,4/14/2005,8/1/2003,-462.26,89.46,-551.72
406,BXMT,2399,227.29,32.02,12/7/2008,7/7/2005,-195.27,61.12,-256.39
407,MIII,2154,174.32,464.85,1/20/2009,5/18/2011,290.53,98.81,191.72
408,MFM,6582,713.32,628.07,5/10/2016,10/7/2020,-85.25,44.45,-129.7
409,ESG,9482,334.51,915.58,6/25/2015,11/27/2020,581.07,31.52,549.55
410,NTES,6998,488.52,237.4,4/19/2013,11/12/2016,-251.12,61.43,-312.55
411,AHPI,7055,301.37,714.08,10/28/2011,7/22/2020,412.71,50.47,362.24
412,IRET,5016,818.08,855.02,5/3/2020,7/3/2009,36.94,55.34,-18.4
413,SPNS,7317,993.17,40.6,1/1/2010,5/17/2022,-952.57,68.53,-1021.1
414,BTT,2640,923.48,498.32,10/3/2015,4/9/2022,-425.16,32.66,-457.82
415,PCO,5353,191.7,304.79,11/28/2015,1/15/2022,113.09,83.79,29.3
416,WRD,3286,525.49,407.64,1/7/2003,3/9/2013,-117.85,99.92,-217.77
417,WAIR,4042,923.7,951.9,5/10/2019,7/24/2007,28.2,55.5,-27.3
418,BLMT,9618,32.55,883.2,5/8/2014,6/15/2010,850.65,72.82,777.83
419,PE,3240,245.63,995.72,6/26/2012,6/21/2020,750.09,93.52,656.57
420,NTEST.C,9470,710.9,830.17,6/24/2007,3/10/2001,119.27,35.15,84.12
421,RKDA,6620,619.67,614.06,1/3/2002,6/1/2000,-5.61,0.06,-5.67
422,TGH,9133,922.35,451.6,11/12/2015,3/25/2019,-470.75,52.07,-522.82
423,ODC,9125,170.11,145.89,4/11/2008,7/9/2016,-24.22,5.46,-29.68
424,LRCX,7822,47.3,616.63,12/26/2009,4/7/2014,569.33,17.26,552.07
425,VST,2652,334.89,465.98,11/4/2005,11/26/2019,131.09,60.44,70.65
426,WFC^N,1830,679.03,297.26,2/2/2014,6/23/2000,-381.77,61.35,-443.12
427,OFED,1904,338.38,392.8,1/10/2004,10/27/2007,54.42,62.21,-7.79
428,WNEB,3316,491.18,988.44,8/5/2022,3/9/2006,497.26,4.17,493.09
429,FII,9450,370.27,676.95,10/6/2019,6/2/2003,306.68,65.9,240.78
430,ENOC,587,235.95,880.07,12/17/2013,1/16/2012,644.12,35.32,608.8
431,ABEOW,1501,661.98,264.53,7/25/2002,8/14/2000,-397.45,22.43,-419.88
432,TRVG,4258,787.02,189.68,12/31/2000,2/28/2003,-597.34,72.0,-669.34
433,DLNG^A,6562,240.13,708.11,7/12/2012,1/28/2002,467.98,86.91,381.07
434,NOA,9997,111.64,285.37,10/4/2013,9/28/2002,173.73,87.89,85.84
435,IP,9809,73.85,588.63,7/17/2010,6/2/2009,514.78,45.7,469.08
436,SSRI,9447,351.34,733.0,4/15/2008,4/22/2012,381.66,37.4,344.26
437,GFY,2817,700.05,676.9,12/8/2022,10/12/2020,-23.15,7.25,-30.4
438,JNPR,222,996.32,484.29,3/5/2006,3/18/2012,-512.03,53.12,-565.15
439,AIQ,4275,165.54,164.23,4/6/2005,8/30/2008,-1.31,84.48,-85.79
440,CCL,7145,475.78,789.75,4/11/2012,8/30/2004,313.97,86.66,227.31
441,IGOV,7923,461.33,916.08,5/12/2019,6/4/2007,454.75,3.68,451.07
442,SPNE,3889,93.58,271.57,6/27/2000,7/30/2006,177.99,21.77,156.22
443,APEI,1014,959.57,444.6,7/4/2004,3/6/2013,-514.97,14.02,-528.99
444,KURA,4660,313.34,102.71,12/3/2008,4/26/2001,-210.63,0.62,-211.25
445,TNC,6704,717.4,594.08,10/12/2012,7/15/2008,-123.32,96.69,-220.01
446,LMNX,7022,760.81,148.18,8/31/2010,9/16/2000,-612.63,82.18,-694.81
447,TRCB,4436,787.96,481.59,6/8/2003,10/8/2016,-306.37,64.05,-370.42
448,BML^L,2120,880.84,588.04,11/8/2001,10/7/2018,-292.8,9.96,-302.76
449,MMDMU,7703,476.35,681.43,12/10/2012,1/10/2001,205.08,60.88,144.2
450,PKW,2596,910.38,308.4,9/30/2009,4/8/2005,-601.98,56.17,-658.15
451,PERY,2563,398.36,967.67,4/17/2006,9/22/2005,569.31,55.94,513.37
452,WFT,4766,814.91,497.64,10/12/2020,5/25/2012,-317.27,3.74,-321.01
453,FMI,7072,734.89,541.29,11/2/2009,11/7/2021,-193.6,29.2,-222.8
454,GRFS,4579,770.12,576.69,2/25/2005,7/24/2022,-193.43,24.43,-217.86
455,TLF,1212,224.42,33.15,5/15/2003,12/9/2000,-191.27,9.05,-200.32
456,FMK,6893,924.36,973.91,6/27/2015,3/23/2006,49.55,84.33,-34.78
457,KTH,4630,176.51,652.95,7/14/2014,9/11/2002,476.44,79.96,396.48
458,SBRAP,5052,293.25,803.41,2/8/2013,2/2/2005,510.16,44.36,465.8
459,SSBI,4918,49.22,338.07,7/30/2015,9/16/2001,288.85,75.49,213.36
460,FDUS,4987,32.44,279.05,2/19/2005,2/2/2022,246.61,10.93,235.68
461,SINO,8260,57.04,336.16,4/9/2002,11/18/2009,279.12,83.19,195.93
462,NGHC,5002,174.72,83.18,8/18/2012,4/16/2018,-91.54,34.43,-125.97
463,CCD,7437,898.98,980.24,1/7/2020,12/28/2019,81.26,42.32,38.94
464,FPO,8943,661.13,780.5,8/15/2017,9/7/2002,119.37,59.22,60.15
465,FTAI,2146,578.19,571.91,8/21/2010,8/12/2006,-6.28,67.55,-73.83
466,JCP,4502,835.64,315.01,1/24/2015,3/30/2004,-520.63,52.41,-573.04
467,MHN,6575,882.48,150.85,3/28/2015,5/17/2022,-731.63,29.44,-761.07
468,LOGI,5789,592.6,708.51,11/30/2005,5/11/2010,115.91,93.38,22.53
469,SLM,2763,44.16,738.79,7/28/2014,3/27/2020,694.63,37.36,657.27
470,PCM,1537,285.96,767.67,11/2/2022,6/18/2002,481.71,57.57,424.14
471,NVRO,3601,386.54,178.24,9/12/2021,9/11/2011,-208.3,5.55,-213.85
472,PHIIK,4043,908.82,990.15,8/27/2013,2/20/2005,81.33,63.14,18.19
473,VRML,1345,75.37,797.53,2/18/2022,8/30/2003,722.16,8.85,713.31
474,EOCC,5466,646.28,453.75,3/29/2018,2/2/2018,-192.53,64.36,-256.89
475,OPB,8910,923.81,314.27,4/1/2002,11/4/2013,-609.54,19.58,-629.12
476,WDR,5974,137.14,287.15,7/18/2011,7/9/2020,150.01,15.29,134.72
477,BKT,13,860.6,900.17,8/22/2001,12/18/2005,39.57,88.34,-48.77
478,SUPN,5114,862.54,432.46,10/3/2018,11/12/2017,-430.08,99.84,-529.92
479,TNET,336,699.73,54.06,8/2/2011,5/16/2014,-645.67,75.19,-720.86
480,SEAS,6181,868.0,494.07,12/7/2009,2/24/2016,-373.93,19.62,-393.55
481,CJJD,4503,645.72,160.49,4/2/2001,5/17/2013,-485.23,8.22,-493.45
482,UBND,3448,131.38,309.7,4/26/2019,5/20/2012,178.32,92.19,86.13
483,CYS^A,2252,361.44,913.36,3/1/2018,11/16/2014,551.92,68.65,483.27
484,JCAP,7901,146.82,872.29,12/4/2020,6/25/2020,725.47,20.46,705.01
485,ATH,9105,15.37,557.97,2/14/2002,7/15/2011,542.6,35.8,506.8
486,CNS,889,345.37,589.46,3/8/2006,5/16/2017,244.09,26.51,217.58
487,MAA^I,862,229.98,463.85,1/29/2007,8/31/2018,233.87,25.34,208.53
488,BFS,8632,109.76,73.23,7/1/2013,2/6/2022,-36.53,2.53,-39.06
489,UIS,101,142.66,839.32,2/1/2013,2/10/2015,696.66,91.4,605.26
490,VMI,6231,111.1,997.75,7/18/2013,2/9/2015,886.65,4.81,881.84
491,HSEB,5306,177.44,627.49,10/10/2011,4/7/2014,450.05,76.1,373.95
492,BPOPN,1391,911.18,647.41,1/23/2005,10/9/2019,-263.77,86.85,-350.62
493,AOSL,403,201.17,651.53,3/4/2006,5/4/2007,450.36,66.65,383.71
494,MKL,1019,126.49,581.41,10/15/2000,1/29/2000,454.92,3.81,451.11
495,DLR^G,4246,97.59,363.93,1/15/2009,9/20/2019,266.34,46.34,220.0
496,NVFY,3516,560.36,683.39,12/21/2005,3/1/2022,123.03,97.72,25.31
497,PTGX,5355,723.37,904.17,9/26/2016,7/31/2004,180.8,93.37,87.43
498,TRCO,723,158.07,273.56,4/19/2011,2/25/2017,115.49,87.17,28.32
499,GSHTU,6127,530.8,122.4,1/24/2015,8/13/2002,-408.4,55.27,-463.67
500,JMEI,206,692.11,269.14,5/5/2014,7/8/2009,-422.97,11.29,-434.26
501,PAAC,4439,490.22,489.45,7/5/2008,4/19/2020,-0.77,77.24,-78.01
502,SBS,4800,535.26,478.13,8/12/2009,6/16/2016,-57.13,68.98,-126.11
503,AFG,1924,977.21,533.69,3/5/2019,12/29/2008,-443.52,81.57,-525.09
504,FRC^D,2696,973.07,585.67,8/27/2013,4/27/2020,-387.4,78.8,-466.2
505,TAIT,1354,478.86,414.29,12/4/2007,9/21/2018,-64.57,76.47,-141.04
506,CGNT,1511,807.26,87.76,8/16/2011,8/22/2007,-719.5,4.97,-724.47
507,BVSN,3521,545.34,51.99,5/6/2010,3/10/2016,-493.35,1.94,-495.29
508,LPCN,8440,617.04,459.94,8/25/2020,4/23/2007,-157.1,44.69,-201.79
509,NETE,1985,741.42,702.31,7/13/2018,3/22/2009,-39.11,66.86,-105.97
510,TWTR,1970,515.01,850.39,3/18/2013,4/17/2005,335.38,52.11,283.27
511,IVTY,9099,819.79,256.87,5/7/2022,5/6/2010,-562.92,14.73,-577.65
512,SEAC,5004,248.16,715.29,5/15/2022,11/20/2012,467.13,42.94,424.19
513,PKE,1765,866.08,920.21,7/13/2005,6/24/2007,54.13,63.36,-9.23
514,KYN^F,9142,747.54,878.17,5/6/2018,9/28/2011,130.63,59.29,71.34
515,PKG,1876,315.58,166.94,6/5/2006,7/9/2007,-148.64,60.65,-209.29
516,TECH,369,381.2,588.69,6/8/2000,11/15/2018,207.49,74.33,133.16
517,CBS,6763,711.14,57.85,5/12/2014,7/27/2013,-653.29,62.05,-715.34
518,SRNE,3064,827.87,193.29,5/20/2019,12/18/2006,-634.58,3.76,-638.34
519,TFX,4487,644.4,886.66,12/4/2018,9/25/2009,242.26,57.04,185.22
520,ABCB,8347,662.98,121.55,7/14/2009,2/17/2022,-541.43,38.73,-580.16
521,HRMN,8034,268.72,22.83,12/21/2015,3/23/2005,-245.89,62.33,-308.22
522,CHD,1683,657.61,270.94,11/13/2006,3/15/2008,-386.67,70.66,-457.33
523,BAM,1531,479.1,108.33,2/23/2005,9/22/2019,-370.77,86.16,-456.93
524,DD^B,672,303.06,188.45,2/25/2019,11/30/2021,-114.61,8.25,-122.86
525,SGBX,4253,849.51,331.23,3/9/2002,4/5/2022,-518.28,72.18,-590.46
526,CASC,8610,498.5,557.85,7/30/2013,2/18/2016,59.35,56.62,2.73
527,EPR^E,2933,781.84,305.71,2/28/2016,6/2/2007,-476.13,77.25,-553.38
528,FCVT,2247,974.0,644.41,2/1/2006,8/15/2014,-329.59,6.62,-336.21
529,ATVI,693,500.92,102.6,10/20/2021,6/26/2001,-398.32,24.65,-422.97
530,BCH,6091,71.01,899.82,11/12/2001,12/1/2005,828.81,37.24,791.57
531,THG,7554,751.33,803.93,2/25/2008,10/12/2012,52.6,64.93,-12.33
532,PSA^D,4555,372.25,688.27,8/3/2022,8/2/2020,316.02,5.48,310.54
533,CPRT,6780,401.94,931.28,3/18/2013,1/7/2018,529.34,4.72,524.62
534,AGTC,5376,578.11,797.38,7/18/2010,5/15/2001,219.27,30.37,188.9
535,OB,2756,265.97,943.74,2/22/2002,12/18/2014,677.77,19.41,658.36
536,TRR,5327,302.34,668.81,3/16/2011,2/22/2015,366.47,41.3,325.17
537,OTIC,8639,407.05,632.71,12/20/2022,10/20/2011,225.66,56.62,169.04
538,PCN,8164,444.38,304.47,1/30/2011,1/7/2022,-139.91,80.83,-220.74
539,BANC,8430,600.91,317.72,4/2/2001,10/5/2016,-283.19,5.41,-288.6
540,EQC^D,9286,738.24,64.36,11/4/2011,9/14/2003,-673.88,91.72,-765.6
541,TOO,2946,838.9,882.69,2/22/2000,9/2/2021,43.79,10.77,33.02
542,CKH,5780,353.73,801.36,9/19/2001,1/28/2001,447.63,20.64,426.99
543,LHO^J,5292,716.79,384.49,4/21/2001,5/19/2016,-332.3,36.44,-368.74
544,FLY,4387,54.67,122.55,8/7/2013,10/9/2007,67.88,32.03,35.85
545,IDA,8739,39.62,249.05,1/4/2013,10/28/2012,209.43,27.98,181.45
546,GSOL,9890,281.14,410.86,6/24/2017,7/9/2004,129.72,84.24,45.48
547,KYN^F,5921,329.58,281.94,10/15/2000,12/14/2004,-47.64,42.92,-90.56
548,MYGN,6247,425.3,598.3,10/21/2016,2/28/2021,173.0,6.56,166.44
549,DDT,5368,973.85,924.54,10/5/2004,4/5/2010,-49.31,2.78,-52.09
550,SBFGP,5394,553.75,327.82,8/9/2004,5/8/2019,-225.93,49.98,-275.91
551,BV,8605,250.49,234.11,5/14/2002,9/15/2016,-16.38,82.74,-99.12
552,WPT,2686,94.68,291.51,11/23/2005,12/5/2010,196.83,31.21,165.62
553,GLPI,4405,777.21,204.11,5/13/2017,8/28/2004,-573.1,16.55,-589.65
554,NMR,4283,262.53,650.13,12/1/2013,8/9/2005,387.6,34.12,353.48
555,NFEC,8080,461.17,473.49,5/22/2018,8/13/2009,12.32,69.45,-57.13
556,IIIN,2623,956.02,315.47,1/10/2018,5/10/2016,-640.55,53.05,-693.6
557,ALJ,6791,697.55,490.6,1/13/2020,1/20/2008,-206.95,72.49,-279.44
558,EXC,5992,985.26,83.11,3/25/2018,4/8/2005,-902.15,70.76,-972.91
559,CHW,1916,390.44,374.75,4/27/2016,8/24/2021,-15.69,12.09,-27.78
560,GLNG,3154,893.48,463.44,8/5/2017,11/4/2004,-430.04,42.2,-472.24
561,NXN,9456,272.84,6.97,1/5/2008,6/1/2011,-265.87,77.68,-343.55
562,BLIN          ,988,790.64,99.21,8/7/2006,3/11/2016,-691.43,32.69,-724.12
563,ECCA,3143,171.97,771.57,12/3/2000,2/29/2016,599.6,20.85,578.75
564,CACQ,6003,796.72,954.86,7/31/2016,1/23/2002,158.14,95.04,63.1
565,ORBK,4045,554.88,571.16,10/26/2019,2/19/2019,16.28,5.11,11.17
566,KNX,3496,649.59,415.57,11/20/2001,5/28/2003,-234.02,84.85,-318.87
567,PODD,7032,194.87,417.48,1/24/2003,1/24/2022,222.61,94.59,128.02
568,BAC.WS.A,5349,52.07,86.95,12/1/2006,6/26/2006,34.88,25.76,9.12
569,MTN,6965,652.86,878.78,8/3/2019,10/2/2006,225.92,24.95,200.97
570,HCA,8279,298.15,921.24,4/21/2009,4/6/2002,623.09,86.95,536.14
571,AWRE,5941,84.85,796.69,5/22/2006,10/12/2021,711.84,20.29,691.55
572,FUND,4801,88.04,952.86,6/6/2018,4/25/2000,864.82,94.38,770.44
573,FLWS,8660,566.95,695.64,6/25/2015,10/25/2020,128.69,74.22,54.47
574,UNIT,7102,939.78,219.14,4/19/2019,10/15/2011,-720.64,71.72,-792.36
575,FI,2364,492.11,759.94,2/4/2001,7/19/2017,267.83,80.95,186.88
576,HIG,3779,820.93,513.54,9/17/2002,11/29/2020,-307.39,11.55,-318.94
577,CEQP,7218,605.26,831.73,11/2/2019,9/20/2017,226.47,21.55,204.92
578,SOHOM,2200,64.62,699.18,8/20/2004,9/21/2009,634.56,23.92,610.64
579,UHS,7751,896.74,29.74,7/30/2014,5/1/2005,-867.0,28.24,-895.24
580,SNN,8916,668.32,624.39,9/20/2008,7/15/2000,-43.93,63.59,-107.52
581,XOXO,193,834.36,427.49,3/16/2012,8/25/2019,-406.87,6.41,-413.28
582,TSBK,9542,254.15,298.98,2/15/2003,11/9/2001,44.83,9.52,35.31
583,PRKR,9613,895.96,739.7,1/5/2014,8/19/2022,-156.26,49.47,-205.73
584,VSTM,2775,896.32,332.09,4/5/2012,4/24/2009,-564.23,87.99,-652.22
585,CYRX,2739,277.49,937.41,3/30/2003,7/23/2017,659.92,32.78,627.14
586,DYNC,9572,26.02,300.35,7/25/2011,11/19/2018,274.33,5.36,268.97
587,LQDT,2850,201.6,411.53,12/27/2017,9/14/2020,209.93,67.2,142.73
588,CBB^B,2597,404.14,557.69,11/10/2012,7/25/2019,153.55,87.09,66.46
589,BWP,3202,592.33,350.34,5/25/2000,3/3/2000,-241.99,94.09,-336.08
590,RTTR,2735,604.14,511.73,6/1/2007,10/3/2003,-92.41,46.94,-139.35
591,GBAB,2384,375.42,773.27,4/22/2009,3/7/2006,397.85,64.55,333.3
592,SSW^G,2562,926.86,696.94,5/23/2001,7/5/2017,-229.92,85.29,-315.21
593,AUY,3154,90.77,61.71,6/23/2000,11/5/2021,-29.06,42.77,-71.83
594,FALN,2826,757.15,784.65,12/21/2018,3/21/2020,27.5,74.72,-47.22
595,EDR,8392,215.37,495.15,4/16/2015,1/24/2011,279.78,52.27,227.51
596,CDNA,9293,329.81,194.79,4/20/2001,3/26/2010,-135.02,27.55,-162.57
597,AVIR,5513,937.56,852.74,8/19/2007,8/26/2000,-84.82,5.1,-89.92
598,BPFHP,7817,758.5,317.1,7/31/2005,5/29/2010,-441.4,84.04,-525.44
599,GGP,9408,188.5,621.4,4/12/2010,8/6/2018,432.9,94.69,338.21
600,THGA,7350,328.9,8.62,11/4/2004,8/22/2006,-320.28,53.85,-374.13
601,VOYA,1084,499.32,19.81,5/25/2006,7/30/2002,-479.51,40.05,-519.56
602,PGTI,4546,58.26,777.66,11/1/2021,9/29/2008,719.4,42.66,676.74
603,MS^A,2096,971.2,366.06,1/30/2021,1/27/2004,-605.14,17.37,-622.51
604,FHB,3916,192.22,735.63,11/5/2003,2/21/2019,543.41,68.16,475.25
605,LAKE,4147,232.89,928.5,10/26/2019,3/8/2000,695.61,82.47,613.14
606,HRTX,3178,673.76,532.56,9/25/2010,11/29/2022,-141.2,51.77,-192.97
607,EVK,8208,707.42,262.38,12/25/2002,4/4/2003,-445.04,97.56,-542.6
608,CCM,878,788.64,259.97,7/22/2005,10/5/2003,-528.67,15.68,-544.35
609,UBNK,765,698.33,553.66,7/3/2011,4/25/2020,-144.67,91.25,-235.92
610,ACRX,5477,903.14,7.44,12/28/2005,5/24/2005,-895.7,44.87,-940.57
611,RELV,7669,130.42,107.97,11/27/2016,11/10/2001,-22.45,94.12,-116.57
612,RIG,8208,380.26,865.99,5/31/2009,10/22/2009,485.73,11.81,473.92
613,DRD,5488,929.16,673.11,12/3/2002,4/13/2001,-256.05,80.67,-336.72
614,SRV,2064,772.41,540.67,1/29/2015,11/21/2010,-231.74,49.55,-281.29
615,ECYT,7303,152.01,242.76,2/15/2021,8/7/2019,90.75,13.54,77.21
616,XHR,5598,962.37,629.24,7/7/2007,7/20/2010,-333.13,43.34,-376.47
617,UNT,7650,352.23,408.06,3/27/2019,2/5/2011,55.83,28.42,27.41
618,DWLD,9228,699.63,438.51,11/23/2013,2/24/2015,-261.12,27.95,-289.07
619,JCE,9101,180.12,46.68,9/17/2013,3/20/2015,-133.44,16.02,-149.46
620,SWM,1257,733.66,325.01,2/25/2014,11/27/2001,-408.65,97.15,-505.8
621,MCRN,4094,583.11,257.37,11/12/2006,7/11/2013,-325.74,41.48,-367.22
622,PCN,7866,338.67,785.61,12/15/2011,6/22/2010,446.94,67.31,379.63
623,FDT,5276,788.29,359.91,7/12/2021,5/14/2001,-428.38,43.54,-471.92
